pair_id,heading_font,body_font,mood,best_for,google_fonts_url,description
inter_space_grotesk,Inter,Space Grotesk,Modern, tech, clean,Tech, SaaS, Dashboard,https://fonts.google.com/share?selection-family=Inter:wght@400;500;600;700&family=Space+Grotesk:wght@400;500;600;700,现代无衬线字体组合，适合科技产品
crimson_text_lato,Crimson Text,Lato,Classic, editorial, sophisticated,Editorial, publishing, academic,https://fonts.google.com/share?selection?family=Crimson+Text:wght@400;600;700&family=Lato:wght@400;500;600,经典编辑字体组合，适合学术出版
montserrat_merriweather,Montserrat,Merriweather,Modern, elegant, readable,Fashion, design, portfolio,https://fonts.google.com/share?selection?family=Montserrat:wght@400;500;600;700&family=Merriweather:wght@400;700,现代优雅字体组合，适合时尚设计
work_sans_ibm_plex,Work Sans,IBM Plex Sans,Professional, technical, clean,Developer tools, technical documentation,https://fonts.google.com/share?selection?family=Work+Sans:wght@400;500;600;700&family=IBM+Plex+Sans:wght@400;500;600,专业技术字体组合，适合开发者工具
archivo_narrow,Archivo Black,Archivo Narrow,Bold, impactful, strong,Marketing, advertising, headlines,https://fonts.google.com/share?selection?family=Archivo+Black:wght@400&family=Archivo+Narrow:wght@400;500;600;700,粗壮冲击字体组合，适合营销广告
bebas_neue_montserrat,Bebas Neue,Montserrat,Bold, modern, impactful,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Bebas+Neue:wght@400&family=Montserrat:wght@400;500;600,粗壮现代字体组合，适合标题海报
libre_baskerville_libre_franklin,Libre Baskerville,Libre Franklin,Classic, professional, readable,Editorial, publishing, news,https://fonts.google.com/share?selection?family=Libre+Baskerville:wght@400;700&family=Libre+Franklin:wght@400;500;600;700,经典专业字体组合，适合新闻出版
pt_serif_pt_sans,PT Serif,PT Sans,Classic, versatile, balanced,Documentation, corporate, general,https://fonts.google.com/share?selection?family=PT+Serif:wght@400;700&family=PT+Sans:wght@400;500;600,经典通用字体组合，适合文档企业
dm_sans_inter,DM Sans,Inter,Modern, friendly, clean,SaaS, startups, technology,https://fonts.google.com/share?selection?family=DM+Sans:wght@400;500;600;700&family=Inter:wght@400;500;600,现代友好字体组合，适合SaaS创业
rubik_inter,Rubik,Inter,Geometric, modern, playful,Technology, gaming, creative,https://fonts.google.com/share?selection?family=Rubik:wght@400;500;600;700&family=Inter:wght@400;500;600,几何现代字体组合，适合科技游戏
noto_sans_noto_serif,Noto Sans,Noto Serif,Universal, accessible, global,International, multilingual, documentation,https://fonts.google.com/share?selection?family=Noto+Sans:wght@400;500;600;700&family=Noto+Serif:wght@400;600;700,通用无障碍字体组合，适合国际文档
karantina_karla,Karantina,Karla,Bold, playful, distinctive,Marketing, branding, headlines,https://fonts.google.com/share?selection?family=Karantina:wght@400;700&family=Karla:wght@400;500;600,粗壮独特字体组合，适合营销品牌
spectral_plus_jakarta_sans,Spectral,Plus Jakarta Sans,Elegant, modern, readable,Corporate, professional services,https://fonts.google.com/share?selection?family=Spectral:wght@400;600;700&family=Plus+Jakarta+Sans:wght@400;500;600;700,优雅现代字体组合，适合专业服务
space_mono_inter,Space Mono,Inter,Technical, code-like, modern,Developer tools, technical, coding,https://fonts.google.com/share?selection?family=Space+Mono:wght@400;700&family=Inter:wght@400;500;600,技术代码字体组合，适合开发编码
bitter_work_sans,Bitter,Work Sans,Elegant, modern, professional,Editorial, publishing, content,https://fonts.google.com/share?selection?family=Bitter:wght@400;600;700&family=Work+Sans:wght@400;500;600;700,优雅现代字体组合，适合编辑内容
yrsa_lato,Yrsa,Lato,Friendly, warm, approachable,Lifestyle, wellness, blog,https://fonts.google.com/share?selection?family=Yrsa:wght@400;500;600;700&family=Lato:wght@400;500;600,友好温暖字体组合，适合生活博客
cabin_roboto,Cabin,Roboto,Friendly, modern, versatile,Travel, hospitality, services,https://fonts.google.com/share?selection?family=Cabin:wght@400;500;600;700&family=Roboto:wght@400;500;600,友好现代字体组合，适合旅行服务
mulish_inter,Mulish,Inter,Clean, modern, minimalist,Minimalist brands, modern tech,https://fonts.google.com/share?selection?family=Mulish:wght@400;500;600;700&family=Inter:wght@400;500;600,简洁现代字体组合，适合极简品牌
archivo_black_open_sans,Archivo Black,Open Sans,Bold, impactful, urgent,Marketing, call-to-action, headlines,https://fonts.google.com/share?selection?family=Archivo+Black:wght@400&family=Open+Sans:wght@400;500;600,粗壮冲击字体组合，适合CTA标题
prata_nunito,Prata,Nunito,Elegant, playful, balanced,Fashion, lifestyle, creative,https://fonts.google.com/share?selection?family=Prata:wght@400;600;700&family=Nunito:wght@400;500;600;700,优雅有趣字体组合，适合时尚生活
quantico_rajdhani,Quantico,Rajdhani,Futuristic, tech, sci-fi,Gaming, tech, futuristic,https://fonts.google.com/share?selection?family=Quantico:wght@400;500;600;700&family=Rajdhani:wght@400;500;600;700,未来科技字体组合，适合游戏科幻
righteous_roboto,Righteous,Roboto,Friendly, modern, rounded,Mobile apps, consumer, friendly,https://fonts.google.com/share?selection?family=Righteous:wght@400;500&family=Roboto:wght@400;500;600,友好现代字体组合，适合移动应用
copse_roboto,Copse,Roboto,Classic, editorial, distinguished,Editorial, publishing, academic,https://fonts.google.com/share?selection?family=Copse:wght@400;700&family=Roboto:wght@400;500;600,经典编辑字体组合，适合学术出版
lustria_lora,Lustria,Lora,Classic, elegant, readable,Editorial, lifestyle, wellness,https://fonts.google.com/share?selection?family=Lustria:wght@400;700&family=Lora:wght@400;500;600;700,经典优雅字体组合，适合生活健康
monda_roboto,Monda,Roboto,Bold, impactful, strong,Marketing, advertising, impact,https://fonts.google.com/share?selection?family=Monda:wght@400;700&family=Roboto:wght@400;500;600,粗壮冲击字体组合，适合营销影响
alfa_slab_one_roboto,Alfa Slab One,Roboto,Bold, display, impactful,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Alfa+Slab+One:wght@400&family=Roboto:wght@400;500;600,粗壮展示字体组合，适合标题品牌
josefin_slab_open_sans,Josefin Slab,Open Sans,Elegant, minimalist, modern,Minimalist, design, portfolio,https://fonts.google.com/share?selection?family=Josefin+Slab:wght@400;600;700&family=Open+Sans:wght@400;500;600,优雅极简字体组合，适合设计作品
cormorant_infant_cormorant,Cormorant Infant,Cormorant,Playful, elegant, distinctive,Children, education, creative,https://fonts.google.com/share?selection?family=Cormorant+Infant:wght@400;600;700&family=Cormorant:wght@400;500;600,有趣优雅字体组合，适合儿童教育
shrikhand_inter,Shrikhand,Inter,Bold, playful, cultural,Cultural, creative, distinctive,https://fonts.google.com/share?selection?family=Shrikhand:wght@400;500;600;700&family=Inter:wght@400;500;600,粗壮文化字体组合，适合创意独特
abril_fatface_lato,Abril Fatface,Lato,Bold, display, elegant,Editorial, fashion, branding,https://fonts.google.com/share?selection?family=Abril+Fatface:wght@400&family=Lato:wght@400;500;600,粗壮优雅字体组合，适合编辑时尚
libre_franklin_lato,Libre Franklin,Lato,Professional, clean, accessible,Corporate, enterprise, B2B,https://fonts.google.com/share?selection?family=Libre+Franklin:wght@400;500;600;700&family=Lato:wght@400;500;600,专业无障碍字体组合，适合企业B2B
barlow_condensed_barlow,Barlow Condensed,Barlow,Modern, condensed, bold,Marketing, headlines, branding,https://fonts.google.com/share?selection?family=Barlow+Condensed:wght@400;500;600;700&family=Barlow:wght@400;500;600,现代压缩字体组合，适合营销品牌
orbitron_roboto,Orbitron,Roboto,Futuristic, tech, gaming,Gaming, tech, futuristic,https://fonts.google.com/share?selection?family=Orbitron:wght@400;500;600;700;900&family=Roboto:wght@400;500;600,未来科技字体组合，适合游戏科技
budmo_jost,Budmo Jiggsberg,Jost,Playful, display, fun,Marketing, advertising, playful,https://fonts.google.com/share?selection?family=Budmo+Jiggberg:wght@400;700&family=Jost:wght@400;500;600,有趣展示字体组合，适合营销广告
dm_serif_display_dm_sans,DM Serif Display,DM Sans,Elegant, modern, friendly,Editorial, fashion, lifestyle,https://fonts.google.com/share?selection?family=DM+Serif+Display:wght@400;700&family=DM+Sans:wght@400;500;600,优雅现代字体组合，适合时尚生活
rubik_markers_hatch,Rubik Marker Hatch,Rubik,Handwritten, playful, creative,Education, children, creative,https://fonts.google.com/share?selection?family=Rubik+Marker+Hatch:wght@400;700&family=Rubik:wght@400;500;600,手写有趣字体组合，适合教育儿童
redacted_script_redacted,Redacted Script,Redacted,Modern, tech, minimalist,Tech, modern, minimalist,https://fonts.google.com/share?selection?family=Redacted+Script:wght@400;700&family=Redacted:wght@400;500;600;700,现代科技字体组合，适合科技极简
sedgwick_ave_display_inter,Sedgwick Ave Display,Inter,Handwritten, friendly, approachable,Personal, blog, casual,https://fonts.google.com/share?selection?family=Sedgwick+Ave+Display:wght@400&family=Inter:wght@400;500;600,手写友好字体组合，适合个人博客
bodoni_moda_roboto,Bodoni Moda,Roboto,Elegant, luxurious, sophisticated,Luxury, fashion, editorial,https://fonts.google.com/share?selection?family=Bodoni+Moda:wght@400;600;700;900&family=Roboto:wght@400;500;600,优雅奢华字体组合，适合奢侈时尚
tenor_sans_inter,Tenor Sans,Inter,Classic, elegant, timeless,Editorial, publishing, timeless,https://fonts.google.com/share?selection?family=Tenor+Sans:wght@400;700&family=Inter:wght@400;500;600,经典优雅字体组合，适合永恒出版
zurab_bodnia_roboto,Zurab Bodnia,Roboto,Modern, geometric, bold,Marketing, branding, impact,https://fonts.google.com/share?selection?family=Zurab+Bodnia:wght@400;700&family=Roboto:wght@400;500;600,现代几何字体组合，适合营销影响
alte_haas_grotesk_inter,Alte Haas Grotesk,Inter,Classic, minimalist, retro,Minimalist, retro, design,https://fonts.google.com/share?selection?family=Alte+Haas+Grotesk:wght@400;700&family=Inter:wght@400;500;600,经典极简字体组合，适合极简设计
bevan_nunito,Bevan,Nunito,Bold, friendly, strong,Marketing, headlines, impact,https://fonts.google.com/share?selection?family=Bevan:wght@400;700&family=Nunito:wght@400;500;600,粗壮友好字体组合，适合营销标题
comfortaa_inter,Comfortaa,Inter,Friendly, rounded, warm,Mobile apps, consumer, friendly,https://fonts.google.com/share?selection?family=Comfortaa:wght@400;500;600;700&family=Inter:wght@400;500;600,友好圆润字体组合，适合移动消费
chunk_five_roboto,Chunk Five,Roboto,Bold, display, impactful,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Chunk+Five:wght@400&family=Roboto:wght@400;500;600,粗壮展示字体组合，适合标题品牌
reenie_beanie_open_sans,Reenie Beanie,Open Sans,Handwritten, casual, friendly,Personal, blog, informal,https://fonts.google.com/share?selection?family=Reenie+Beanie:wght@400&family=Open+Sans:wght@400;500;600,手写随意字体组合，适合个人非正式
suez_one_roboto,Suez One,Roboto,Elegant, display, distinctive,Editorial, branding, headlines,https://fonts.google.com/share?selection?family=Suez+One:wght@400&family=Roboto:wght@400;500;600,优雅独特字体组合，适合编辑品牌
stint_ultra_expanded_lato,Stint Ultra Expanded,Lato,Bold, display, wide,Marketing, headlines, impact,https://fonts.google.com/share?selection?family=Stint+Ultra+Expanded:wght@400;700&family=Lato:wght@400;500;600,粗壮宽阔字体组合，适合营销标题
griffy_griffy,Griffy,Griffy,Playful, quirky, fun,Children, education, playful,https://fonts.google.com/share?selection?family=Griffy:wght@400;700&family=Griffy:wght@400;500;600,有趣古怪字体组合，适合儿童有趣
gugi_roboto,Gugi,Roboto,Playful, distinctive, unique,Creative, artistic, unique,https://fonts.google.com/share?selection?family=Gugi:wght@400;700&family=Roboto:wght@400;500;600,有趣独特字体组合，适合创意独特
hind_madurai,Hind,Madurai,Modern, friendly, accessible,Technology, startups, modern,https://fonts.google.com/share?selection?family=Hind:wght@400;500;600;700&family=Madurai:wght@400;500;600,现代友好字体组合，适合科技创业
kumar_one_outline_kumar_one,Kumar One Outline,Kumar One,Bold, display, playful,Marketing, branding, headlines,https://fonts.google.com/share?selection?family=Kumar+One+Outline:wght@400&family=Kumar+One:wght@400,粗壮有趣字体组合，适合营销品牌
patua_one_roboto,Patua One,Roboto,Bold, display, strong,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Patua+One:wght@400&family=Roboto:wght@400;500;600,粗壮展示字体组合，适合标题品牌
paytone_one_open_sans,Paytone One,Open Sans,Bold, impactful, strong,Marketing, headlines, impact,https://fonts.google.com/share?selection?family=Paytone+One:wght@400&family=Open+Sans:wght@400;500;600,粗壮冲击字体组合，适合营销标题
peddana_roboto,Peddana,Roboto,Elegant, sophisticated, stylish,Editorial, fashion, lifestyle,https://fonts.google.com/share?selection?family=Peddana:wght@400;700&family=Roboto:wght@400;500;600,优雅精致字体组合，适合编辑时尚
ranga_roboto,Ranga,Roboto,Friendly, approachable, warm,Lifestyle, wellness, blog,https://fonts.google.com/share?selection?family=Ranga:wght@400;500;600;700&family=Roboto:wght@400;500;600,友好温暖字体组合，适合生活博客
rhodium_libre_libre_franklin,Rhodium Libre,Libre Franklin,Professional, technical, modern,Technical, scientific, modern,https://fonts.google.com/share?selection?family=Rhodium+Libre:wght@400;700&family=Libre+Franklin:wght@400;500;600,专业技术字体组合，适合科学现代
rum_raisin_roboto,Rum Raisin,Roboto,Bold, display, impactful,Marketing, headlines, branding,https://fonts.google.com/share?selection?family=Rum+Raisin:wght@400;700&family=Roboto:wght@400;500;600,粗壮冲击字体组合，适合营销品牌
satisfy_roboto,Satisfy,Roboto,Handwritten, elegant, casual,Personal, blog, lifestyle,https://fonts.google.com/share?selection?family=Satisfy:wght@400;700&family=Roboto:wght@400;500;600,手写优雅字体组合，适合个人生活
scada_roboto,Scada,Roboto,Technical, clean, modern,Technical, industrial, engineering,https://fonts.google.com/share?selection?family=Scada:wght@400;700&family=Roboto:wght@400;500;600,技术现代字体组合，适合工业工程
smythe_roboto,Smythe,Roboto,Elegant, sophisticated, stylish,Editorial, fashion, branding,https://fonts.google.com/share?selection?family=Smythe:wght@400;700&family=Roboto:wght@400;500;600,优雅精致字体组合，适合编辑品牌
solway_roboto,Solway,Roboto,Friendly, warm, approachable,Lifestyle, wellness, blog,https://fonts.google.com/share?selection?family=Solway:wght@400;500;600;700&family=Roboto:wght@400;500;600,友好温暖字体组合，适合生活博客
sticky_roboto,Sticky,Roboto,Friendly, playful, fun,Children, education, playful,https://fonts.google.com/share?selection?family=Sticky:wght@400;700&family=Roboto:wght@400;500;600,友好有趣字体组合，适合儿童教育
strait_roboto,Strait,Roboto,Modern, clean, minimalist,Minimalist, modern, design,https://fonts.google.com/share?selection?family=Strait:wght@400;700&family=Roboto:wght@400;500;600,现代极简字体组合，适合极简设计
sue_ellen_francisco_roboto,Sue Ellen Francisco,Roboto,Handwritten, playful, casual,Personal, blog, informal,https://fonts.google.com/share?selection?family=Sue+Ellen+Francisco:wght@400&family=Roboto:wght@400;500;600,手写有趣字体组合，适合个人非正式
swanky_and_moo_moo_roboto,Swanky and Moo Moo,Roboto,Playful, quirky, fun,Children, education, playful,https://fonts.google.com/share?selection?family=Swanky+and+Moo+Moo:wght@400&family=Roboto:wght@400;500;600,有趣古怪字体组合，适合儿童有趣
taffy_roboto,Taffy,Roboto,Friendly, rounded, warm,Mobile apps, consumer, friendly,https://fonts.google.com/share?selection?family=Taffy:wght@400;700&family=Roboto:wght@400;500;600,友好圆润字体组合，适合移动消费
timmana_roboto,Timmana,Roboto,Bold, display, strong,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Timmana:wght@400;700&family=Roboto:wght@400;500;600,粗壮展示字体组合，适合标题品牌
titillium_web_lato,Titillium Web,Lato,Modern, clean, professional,Web, apps, modern,https://fonts.google.com/share?selection?family=Titillium+Web:wght@400;500;600;700&family=Lato:wght@400;500;600,现代专业字体组合，适合Web应用
trispace_roboto,Trispace,Roboto,Technical, modern, clean,Technical, scientific, modern,https://fonts.google.com/share?selection?family=Trispace:wght@400;500;600;700&family=Roboto:wght@400;500;600,技术现代字体组合，适合科学现代
ubar_roboto,Ubar,Roboto,Futuristic, tech, modern,Gaming, tech, futuristic,https://fonts.google.com/share?selection?family=Ubar:wght@400;700&family=Roboto:wght@400;500;600,未来科技字体组合，适合游戏科技
vidaloka_roboto,Vidaloka,Roboto,Elegant, sophisticated, stylish,Editorial, fashion, branding,https://fonts.google.com/share?selection?family=Vidaloka:wght@400;700&family=Roboto:wght@400;500;600,优雅精致字体组合，适合编辑品牌
vujahday_roboto,Vujahday,Roboto,Bold, display, impactful,Marketing, headlines, branding,https://fonts.google.com/share?selection?family=Vujahday:wght@400;700&family=Roboto:wght@400;500;600,粗壮冲击字体组合，适合营销品牌
waiting_for_the_sunrise_roboto,Waiting for the Sunrise,Roboto,Handwritten, casual, friendly,Personal, blog, informal,https://fonts.google.com/share?selection?family=Waiting+for+the+Sunrise:wght@400&family=Roboto:wght@400;500;600,手写随意字体组合，适合个人非正式
wallpoet_roboto,Wallpoet,Roboto,Bold, display, strong,Headlines, posters, branding,https://fonts.google.com/share?selection?family=Wallpoet:wght@400;700&family=Roboto:wght@400;500;600,粗壮展示字体组合，适合标题品牌
wire_one_roboto,Wire One,Roboto,Modern, minimalist, thin,Minimalist, modern, design,https://fonts.google.com/share?selection?family=Wire+One:wght@400;700&family=Roboto:wght@400;500;600,现代极简字体组合，适合极简设计
zeyada_roboto,Zeyada,Roboto,Handwritten, elegant, casual,Personal, blog, lifestyle,https://fonts.google.com/share?selection?family=Zeyada:wght@400&family=Roboto:wght@400;500;600,手写优雅字体组合，适合个人生活
zcool_xiaowei_roboto,ZCOOL Xiaowei,Roboto,Friendly, rounded, warm,Mobile apps, consumer, friendly,https://fonts.google.com/share?selection?family=ZCOOL+Xiaowei:wght@400;700&family=Roboto:wght@400;500;600,友好圆润字体组合，适合移动消费
zcool_youth_roboto,ZCOOL Youth,Roboto,Friendly, playful, fun,Children, education, playful,https://fonts.google.com/share?selection?family=ZCOOL+Youth:wght@400;700&family=Roboto:wght@400;500;600,友好有趣字体组合，适合儿童有趣
